iter	Passed	Remaining
561	861	671
562	862	669
563	864	668
564	865	666
565	866	664
566	868	662
567	869	660
568	870	659
569	871	657
570	872	655
571	873	653
572	874	651
573	875	649
574	876	648
575	877	646
576	878	644
577	880	642
578	881	640
579	882	638
580	883	637
581	884	635
582	885	633
583	886	631
584	887	629
585	888	627
586	889	626
587	890	624
588	892	622
589	893	620
590	894	618
591	895	616
592	896	615
593	897	613
594	898	611
595	899	609
596	900	608
597	901	606
598	903	604
599	904	602
600	904	600
601	906	598
602	907	597
603	908	595
604	908	593
605	910	591
606	911	590
607	912	588
608	913	586
609	914	584
610	915	582
611	916	581
612	917	579
613	918	577
614	920	575
615	921	574
616	922	572
617	923	570
618	924	568
619	925	567
620	926	565
621	927	563
622	928	561
623	929	560
624	931	558
625	932	557
626	933	555
627	934	553
628	935	552
629	936	550
630	937	548
631	938	546
632	940	545
633	941	543
634	942	541
635	943	539
636	944	538
637	945	536
638	946	534
639	947	532
640	948	531
641	949	529
642	950	527
643	951	526
644	952	524
645	953	522
646	954	521
647	956	519
648	957	517
649	958	515
650	959	514
651	960	512
652	961	510
653	962	509
654	963	507
655	964	506
656	966	504
657	967	502
658	968	501
659	970	500
660	972	498
661	973	496
662	974	495
663	975	493
664	976	491
665	977	490
666	979	488
667	980	487
668	982	486
669	984	485
670	986	483
671	987	482
672	989	480
673	991	479
674	993	478
675	995	476
676	998	476
677	1000	475
678	1001	473
679	1002	471
680	1004	470
681	1006	469
682	1007	467
683	1008	466
684	1009	464
685	1011	462
686	1012	461
687	1013	459
688	1015	458
689	1016	456
690	1018	455
691	1019	453
692	1021	452
693	1022	450
694	1024	449
695	1027	448
696	1029	447
697	1031	446
698	1032	444
699	1034	443
700	1038	442
701	1039	441
702	1043	440
703	1045	439
704	1046	437
705	1048	436
706	1049	435
707	1051	433
708	1052	432
709	1053	430
710	1054	428
711	1057	427
712	1059	426
713	1060	424
714	1062	423
715	1063	421
716	1065	420
717	1066	418
718	1068	417
719	1069	416
720	1072	414
721	1073	413
722	1074	411
723	1075	410
724	1076	408
725	1077	406
726	1078	405
727	1079	403
728	1080	401
729	1082	400
730	1083	398
731	1085	397
732	1086	395
733	1088	394
734	1089	392
735	1090	391
736	1091	389
737	1092	387
738	1094	386
739	1095	384
740	1097	383
741	1100	382
742	1101	380
743	1102	379
744	1103	377
745	1104	376
746	1105	374
747	1106	372
748	1107	371
749	1109	369
750	1110	368
751	1111	366
752	1112	364
753	1114	363
754	1116	362
755	1117	360
756	1118	358
757	1119	357
758	1120	355
759	1121	354
760	1122	352
761	1123	350
762	1124	349
763	1125	347
764	1127	346
765	1129	345
766	1131	343
767	1132	341
768	1133	340
769	1134	338
770	1135	337
771	1136	335
772	1137	333
773	1138	332
774	1139	330
775	1140	329
776	1141	327
777	1143	326
778	1145	324
779	1146	323
780	1147	321
781	1148	320
782	1149	318
783	1150	317
784	1151	315
785	1152	313
786	1153	312
787	1154	310
788	1155	309
789	1158	307
790	1159	306
791	1161	304
792	1162	303
793	1163	301
794	1164	300
795	1165	298
796	1166	297
797	1167	295
798	1168	293
799	1169	292
800	1170	290
801	1173	289
802	1174	288
803	1175	286
804	1176	285
805	1177	283
806	1179	281
807	1180	280
808	1181	278
809	1182	277
810	1183	275
811	1184	274
812	1185	272
813	1187	271
814	1189	269
815	1190	268
816	1191	266
817	1192	265
818	1193	263
819	1194	262
820	1195	260
821	1196	259
822	1197	257
823	1198	256
824	1199	254
825	1201	253
826	1203	251
827	1204	250
828	1205	248
829	1206	247
830	1207	245
831	1208	244
832	1209	242
833	1211	241
834	1212	239
835	1213	237
836	1214	236
837	1216	235
838	1218	233
839	1219	232
840	1220	230
841	1221	229
842	1222	227
843	1223	226
844	1224	224
845	1225	223
846	1226	221
847	1228	220
848	1229	218
849	1231	217
850	1232	215
851	1233	214
852	1234	212
853	1235	211
854	1236	209
855	1237	208
856	1239	206
857	1240	205
858	1241	203
859	1243	202
860	1244	200
861	1246	199
862	1247	198
863	1248	196
864	1249	195
865	1250	193
866	1251	192
867	1252	190
868	1253	189
869	1254	187
870	1256	186
871	1257	184
872	1258	183
873	1260	181
874	1261	180
875	1263	178
876	1264	177
877	1265	175
878	1266	174
879	1267	172
880	1268	171
881	1269	169
882	1270	168
883	1271	166
884	1273	165
885	1275	164
886	1276	162
887	1277	161
888	1279	159
889	1280	158
890	1281	156
891	1282	155
892	1283	153
893	1284	152
894	1285	150
895	1286	149
896	1287	147
897	1290	146
898	1291	145
899	1292	143
900	1293	142
901	1294	140
902	1295	139
903	1296	137
904	1298	136
905	1299	134
906	1300	133
907	1301	131
908	1302	130
909	1304	129
910	1306	127
911	1307	126
912	1308	124
913	1309	123
914	1310	121
915	1311	120
916	1312	118
917	1313	117
918	1314	115
919	1316	114
920	1317	112
921	1319	111
922	1320	110
923	1321	108
924	1322	107
925	1324	105
926	1325	104
927	1326	102
928	1327	101
929	1328	99
930	1329	98
931	1330	97
932	1332	95
933	1334	94
934	1335	92
935	1336	91
936	1337	89
937	1338	88
938	1339	87
939	1340	85
940	1342	84
941	1343	82
942	1344	81
943	1345	79
944	1346	78
945	1348	76
946	1350	75
947	1351	74
948	1352	72
949	1353	71
950	1354	69
951	1355	68
952	1356	66
953	1357	65
954	1358	64
955	1360	62
956	1361	61
957	1363	59
958	1364	58
959	1365	56
960	1366	55
961	1368	54
962	1369	52
963	1370	51
964	1371	49
965	1372	48
966	1373	46
967	1374	45
968	1375	44
969	1377	42
970	1379	41
971	1380	39
972	1381	38
973	1382	36
974	1383	35
975	1384	34
976	1385	32
977	1386	31
978	1387	29
979	1388	28
980	1389	26
981	1392	25
982	1393	24
983	1394	22
984	1395	21
985	1396	19
986	1398	18
987	1399	16
988	1400	15
989	1401	14
990	1402	12
991	1403	11
992	1404	9
993	1406	8
994	1408	7
995	1409	5
996	1410	4
997	1411	2
998	1412	1
999	1413	0
