iter	Passed	Remaining
851	1816	315
852	1817	313
853	1818	310
854	1819	308
855	1821	306
856	1822	304
857	1823	301
858	1824	299
859	1825	297
860	1826	294
861	1827	292
862	1830	290
863	1831	288
864	1832	285
865	1833	283
866	1834	281
867	1835	279
868	1836	276
869	1837	274
870	1838	272
871	1839	270
872	1841	267
873	1842	265
874	1845	263
875	1846	261
876	1847	259
877	1848	256
878	1849	254
879	1850	252
880	1852	250
881	1853	247
882	1854	245
883	1855	243
884	1856	241
885	1857	238
886	1859	236
887	1861	234
888	1864	232
889	1865	230
890	1866	228
891	1867	226
892	1868	223
893	1869	221
894	1871	219
895	1874	217
896	1875	215
897	1877	213
898	1878	211
899	1879	208
900	1880	206
901	1881	204
902	1882	202
903	1883	200
904	1885	197
905	1887	195
906	1889	193
907	1890	191
908	1891	189
909	1892	187
910	1894	185
911	1895	182
912	1896	180
913	1897	178
914	1898	176
915	1899	174
916	1900	172
917	1903	170
918	1904	167
919	1905	165
920	1906	163
921	1907	161
922	1909	159
923	1910	157
924	1911	154
925	1912	152
926	1913	150
927	1914	148
928	1915	146
929	1918	144
930	1919	142
931	1920	140
932	1921	138
933	1923	135
934	1924	133
935	1925	131
936	1926	129
937	1927	127
938	1928	125
939	1929	123
940	1932	121
941	1936	119
942	1937	117
943	1938	115
944	1939	112
945	1940	110
946	1942	108
947	1944	106
948	1945	104
949	1948	102
950	1949	100
951	1951	98
952	1952	96
953	1954	94
954	1955	92
955	1957	90
956	1958	87
957	1959	85
958	1960	83
959	1963	81
960	1965	79
961	1966	77
962	1968	75
963	1969	73
964	1970	71
965	1971	69
966	1973	67
967	1974	65
968	1977	63
969	1979	61
970	1980	59
971	1981	57
972	1982	55
973	1985	52
974	1986	50
975	1987	48
976	1988	46
977	1990	44
978	1993	42
979	1994	40
980	1995	38
981	1996	36
982	1998	34
983	1999	32
984	2000	30
985	2001	28
986	2002	26
987	2003	24
988	2005	22
989	2009	20
990	2011	18
991	2012	16
992	2013	14
993	2015	12
994	2017	10
995	2018	8
996	2020	6
997	2021	4
998	2024	2
999	2025	0
